id,5662,   usa, f, , 19520101, mr, ethan, fry, sa, evandale, 3551, 88, grove place, bobblegigbie, 07 20984124, 1295928, 4, norole
201,4929,   eng, f, 31, 19851229, mr, brooke, steed, qld, laidley heights, 6051, 51, baker garden, fernbank, 3 86492374, 1806884, 2, norole
202,106,   abo, f, 21, 19950717, , , tapai, , toodyay, 2049, 10, maclaurin crescent, , 07 33046029, 8730910, 5, norole
203,5088,   usa, f, 26, 19900120, , melanie, bernard, nsw, , 4870, 5, sid barnes crescent, , 02 01955908, 9282899, 9, norole
204,48,   usa, f, , 19740914, , ryan, douglas, vic, matlock, 4860, 22, bonney street, , 08 95427212, 5598705, 4, norole
205,1589,   cze, f, 36, 19801006, ms, sophie, burianova, , lavington, 3152, 6, kirkcaldie circuit, pacific terraces, 03 97714796, 1244490, 6, norole
206,9873-dup-3, unk, m, 2 , 19930824, , char l tte, aba lon, nsw, mara a ga, 503 4, 4 , handcoc k crescent, , 02 82752243, 6354047, 1, norole
207,938,   eng, , 24, 19920904, , harry, , vic, meerlieu, 2283, 5, summerville crescent, spring ridge, 08 63423557, 6580852, 1, norole
208,7696, eng, , 31, , dr, luk teo, mcniel, nsw, black hill, 4218, 20, packer street, , 02 26217938, 9602972, 1, norole
209,7671,   usa, f, , 19540209, ms, christian, moses, nsw, narellan, 3946, 11, maclachlan street, greglea village, 2 61770204, 3864076, 1, norole
210,5315,   eng, f, 33, 19830918, ms, ned, daniell, vic, barmah, 2470, 10, alarmon crescent, pevensey, 618 52308442, 9527296, 8, norole
211,1517,   , f, 24, , mr, kiarnee, beryl, tas, lunawanna, 5089, 3, sheaffe street, moonah, 617 60259391, 4727065, 7, norole
212,9423,   usa, f, 11, 20051129, , makayla, ray, vic, greenvale, 5043, 62, keartland street, , 08 06926152, 2120220, 7, norole
213,838,   ind, f, 30, 19860220, ms, todd, budhwani, vic, lismore, 3930, 2, boyd street, , , 1006648, 4, norole
214,2262,   , f, 30, 19860728, mr, lachlan, yenni, nt, nhulunbuy (po boxes), 2615, 4, gascoyne circuit, , , 9962813, 1, norole
215,8090, pol, f, 30, 19860515, , benjamin, binks, wa, massey bay, 6056, 17, howe crescent, , 8 24872695, 4554495, 3, norole
216,9369,   usa, , 23, 19930308, , kobe, kemp, vic, wycheproof, 4178, 197, malara street, locn 8774, 08 71371145, 1741899, 1, norole
217,8003-dup-1, unk, f, 27, 1989010, , , abb   t, wa, donnell yriver, 4502, 5 , bouchard  lace, lyra park, 8 33682143, 1570764, 5, norole
218,1353,   usa, m, 22, 19941030, , ethan, goodwin, wa, georgina, 2162, 13, norman street, , 618 42370435, 9910929, 9, norole
219,8422,   usa, f, , 19781026, , isabelle, cheung, vic, warracknabeal, 4053, 5, pandanus street, , 618 40924404, 7960949, 1, norole
220,5900,   ira, f, 24, 19921006, mr, jarrod, kamali, wa, connolly, 6104, 79, staaten crescent, , 08 91064085, 5078249, 8, norole
221,9824,   eng, f, 22, 19941215, mr, blayke, danniell, nsw, fern bay, 4341, 40, cade place, , 612 74702454, 5229625, 1, norole
222,2358,   chi, f, 33, 19830411, , hayden, mu, qld, beechboro, 6057, 54, de graaff street, , 3 43969154, 9855991, 1, norole
223,3435,   ind, f, 32, 19840514, , tyrone, seshadrinathan, vic, murrayville, 6058, 23, wyangala street, immanuel garden, 08 35078643, 8334250, 3, norole
224,597,   , , 33, 19830819, mr, caleb, went, wa, north coogee, 2204, 78, tatchell street, cooranga, 618 75455464, 3366435, 4, norole
225,6524,   ina, , 13, 20030307, , solomon, susanto, vic, maroona, 5069, 48, wearing street, , 08 06377306, 3186546, 0, norole
226,1261,   rus, f, 19, 19971206, , dylan, tyukhay, sa, cross roads, 2470, 287, academy close, , 7 36816768, 1811348, 4, norole
227,8858,   ita, , 36, 19801108, , andrew, vecchio, wa, yalyalup, 2088, 71, bunurung close, villa 74 village glen, 618 96130464, 7058636, 5, norole
228,6152,   eng, f, 40, 19760224, , chloe, wakefield, nsw, cranebrook, 3634, 271, gorrie close, ahwahnee, 612 96929732, 4987815, 8, norole
229,6494,   ind, f, , 19640605, , willow, nilu, nsw, naradhan, 3075, 13, boddington crescent, , 02 62715855, 2222836, 5, norole
230,3930,   eng, f, 28, , mr, jack, evanson, , north curl curl, 4306, 195, wanganeen avenue, , 02 53634792, 2015783, 3, norole
231,4324,   eng, f, 28, 19880110, , deakin, bulle, nsw, lane cove north, 4350, 15, blackwell circuit, , 612 42281500, 4729522, 0, norole
232,6146,   unk, f, 28, 19880707, dr, brianna, abbetmeyer, vic, dookie college, 2560, , chambers street, macdonald downs station old homestead, 618 04703980, 3343561, 9, norole
233,8974,   unk, m, 38, 19780714, mr, bailey, sclater, nsw, bardwell valley, 3053, 11, leichhardt street, , 02 46748705, 2612360, 3, norole
234,4824,   usa, f, 33, 19830626, , elly, reeves, nsw, burwood heights, 3223, 140, david street, , 612 02224244, 1340070, 4, norole
235,599,   eng, f, 31, 19851116, , paige, herberts, wa, noarlunga downs, 4715, 17, david street, , 08 91448615, 4776149, 3, norole
236,1109,   ind, f, 28, 19880724, mr, anika, kanmani, vic, northland centre, 4350, 30, montagu place, , 618 85744592, 2598632, 3, norole
237,4896-dup-2, chi, f, 22, , ms, njk  a, , nsw, 4rog an, 3 40, 5, coxen st eet, , , 708 336, 7, norole
238,2572,   sri, m, 34, 19820428, , nathan, chandika, qld, buranda, 2120, 42, tom roberts avenue, , 03 79061317, 5688539, 2, norole
239,9459,   eng, f, 4, 20120314, mr, jack, clifford, qld, dolphin heads, 3066, 120, buxton street, , , 9387959, 4, norole
240,4331,   gre, f, 31, 19850601, ms, ridley, karalis, vic, gheringhap, 2830, 59, brigalow street, lift, 618 46180242, 7012479, 4, norole
241,7352,   chi, f, 28, 19881222, pfc, luke, song, wa, barrabup, 2795, 46, durack street, , 08 61368085, 3643883, 2, norole
242,2309,   , f, 2, 20141117, mr, jade, , vic, olinda, 3169, 29, callabonna street, , 07 15627447, 6843309, 4, norole
243,1171, chi, f, 29, 19870308, dr, em   a, chen, vj c, moond rra, 2765, 6, james  treet, cape c l ear, 8 27847156, 2769352, 7, norole
244,9671,   chi, f, 23, 19930127, col, destynii, hor, nsw, yerrinbool, 5540, 54, adkinson close, , 02 93026720, 7396163, 3, norole
245,579,   unk, f, 35, 19810815, , william, streckfuss, sa, middle beach, 6052, 45, tauss place, , 07 81530057, 7253797, 2, norole
246,7852,   unk, m, 34, , ms, briley, scorsone, nsw, wandsworth, 4020, 59, goodhart crescent, fairlight, 2 79767603, 6452996, 2, norole
247,2019,   ind, f, , 19810830, , liam, setra, vic, barnawartha, 2440, 17, hibiscus crescent, , 08 47935843, 2461741, 3, norole
248,6846,   eng, , 43, 19730319, hon, mikhayla, scrivenor, wa, geographe, 3910, 25, lambrigg street, bucrana, 8 38977512, 4904988, 9, norole
249,2188,   chi, , 20, 19960413, , connor, ha, sa, edwardstown, 3020, 36, power street, carowood, 07 44362954, 4889864, 7, norole
250,8314,   ger, f, 23, 19930410, dr, jessica, waldenmaier, wa, paulls valley, 3167, 107, hansen circuit, , 04 30701710, 7149507, 2, norole
251,4290,   rom, f, , 19640828, mr, alissa, negutesco, qld, whitsundays, 2200, 27, owen dixon drive, , 613 41449464, 5136492, 4, norole
252,9030,   gre, m, , 19590321, mr, connor, angelou, qld, wondai, 7320, 30, marsden street, the waterford, 613 71237396, 6998783, 3, norole
253,9452, chi, f, , , , , ck, , concord, 2107, 16, aecsburner jtrit, , 04 64902973, 1655760, 7, norole
254,6439,   usa, m, 36, 19800921, pfc, harry, conner, nsw, canowindra, 3775, 12, mcclure street, the meadows, 2 64153677, 8455344, 9, norole
255,7649,   eng, m, 34, 19820216, hon, isabelle, arrington, nsw, bardwell park, 3216, 21, cunningham street, kersey' south, 612 07853108, 4776181, 2, norole
256,604, usa, f, 34, 1982050 5, mr, warrick, kni ght, tas, , z 78, 1, hopetoun  ircuit, warra w ng, 07 79197714, 4056506, 3, norole
257,8178,   ind, , 34, 19820519, ms, benjamin, mukhi, nsw, arthurville, 5166, 132, shepherd street, , 02 81123967, 6893728, 6, norole
258,7431,   chi, m, 38, , , liam, chua, qld, bryden, 4701, 40, ashley drive, rosetta village, 03 05568007, 5133717, 8, norole
259,9320,   eng, , 28, 19880421, ms, finn, hyland, nsw, candelo, 2570, 5, hartigan street, eden park, 2 85824942, 3893706, 3, norole
260,6233,   afr, f, 30, 19860926, , blake, yeboah, nsw, north avoca, 2071, 5, potts place, roebuck park, 612 35554957, 5583508, 9, norole
261,4825,   eng, , 37, 19790412, , emiily, christopher, nsw, pillar valley, 2456, 5, musgrave street, kookaburra village, 612 59566549, 6010283, 2, norole
262,5515,   ira, , 7, 20091129, , tiarna, dehghani, vic, garden city, 2482, 30, rossarden street, , 618 58070670, 7217003, 7, norole
263,8898,   eng, f, 29, , ms, ethan, tennison, nsw, bundabah, 3093, 106, morrissey street, rockview, 02 69611570, 8810389, 8, norole
264,2076,   eng, f, , 19940725, ms, archie, matheson, sa, goodwood, 3105, 2, munro street, , , 4155183, 3, norole
265,5359, eng, f, 36, 19800319, , charlie, goffe, sa, matta flat, 2830, 24, , , 7 25176901, 9942675, 1, norole
266,6221,   por, f, 24, 19920902, ms, maya, haraculamo, nsw, ravensworth, 0830, 8, harper street, rocklea, 02 10698139, 5052753, 3, norole
267,6539,   eng, m, 32, 19840110, hon, mikayla, pond, vic, kerrimuir, 4520, 9, mills street, , 08 95473233, 9502150, 2, norole
268,9853,   eng, f, , 19310822, ms, joshua, reier, vic, lalor, 3000, 593, totterdell street, , 08 64023489, 6573851, 2, norole
269,6418,   chi, f, 33, 19830323, , shelby, kwun, sa, gulfview heights, 2170, 83, mundawari circuit, , 617 68497989, 7370360, 7, norole
270,9777-dup-1, eng, f, , 19060701, ms, jak, dukeston, vic, willung tsouth, 3071, 21, lyne plackk, , 08 11348646, 5543638, 7, norole
271,3806-dup-1, ind, f, , 19600511, , lucy, talip, vic, maca thur, 287 1, 8, belahsteet, , 618 22621104, 78 6 776, 9, norole
272,2278,   fin, , 35, 19810823, mr, liam, ahlapuro, qld, mount emlyn, 2042, 4, knibbs street, , 3 74208990, 7375630, 3, norole
273,3490,   usa, m, 20, , , kyah, solomon, qld, danbulla, 5330, 99, barlow street, cranbrook, 02 14941937, 4781233, 6, norole
274,8692,   por, , 32, 19840801, , alexander, dealbreuin, vic, yarra junction, 2070, 471, clive steele avenue, bonnie doon, 8 34067166, 1970767, 0, norole
275,7060,   eng, , 36, , ms, sara, anson, nsw, toogong, 3282, 23, comrie street, george forbes house, 2 97107335, 6003374, 1, norole
276,8041, chi, , , , , tayah, chyan, sa, toodyay, 5631, 369, australie close, garrong, 7 51541061, 3658692, 7, norole
277,4494,   ger, , 30, 19861003, , kiera, rhricht, vic, nicholson, 2560, 24, howitt street, remo, 8 11614271, 6073264, 1, norole
278,5709,   eng, f, 36, 19800607, dr, dylan, , , ringwood north, 4573, 52, gruner street, , 02 08413668, 3828061, 8, norole
279,1297,   unk, f, , 19170708, , mary, aaternir, nsw, bimbimbie, 2320, 73, marr street, , 2 70137473, 4719991, 6, norole
280,6981,   chi, f, 19, 19970620, , nicholas, chuk, wa, dryandra, 2441, 43, spinifex street, pandora orchard, 618 14641066, 5017488, 3, norole
281,3055,   vie, f, 30, , dr, lauren, doan, qld, townview, 3194, 9, canberra avenue, , , 1592110, 2, norole
282,6914,   usa, f, , 19340205, dr, ebony, travis, act, forde, 2346, 58, stuckey place, locn 2042 gillingarra, 2 49133023, 1523518, 0, norole
283,2992,   unk, f, , , , aidan, scinto, , leichhardt, 3083, 8, forbes street, , , 8247690, 5, norole
284,1558,   fre, f, 28, 19881211, , ethan, roufosse, nsw, fassifern, 6280, 118, bosworth circuit, , 2 13154889, 6189492, 7, norole
285,9139,   usa, m, 34, 19820224, hon, harrison, blackburn, sa, blair athol, 2761, 11, le hunte street, , 617 13018073, 5797588, 3, norole
286,4562,   unk, f, 28, 19880614, , kirra, strangway, act, toorak, 2565, 63, favenc circle, , 612 64267680, 7520476, 9, norole
287,4067, unk, f, 10, 20061017, mr, kira, sdrankway, , petersham, 3400, 65, medley zdrit, , 07 32939221, 1638822, 4, norole
288,9392,   eng, , 21, , dr, pearson, paulson, wa, etmilyn, 4123, 36, coranderrk street, , 8 92857766, 8883099, 7, norole
289,2216,   unk, f, 34, 19820209, mr, ronan, scottjackson, nsw, berowra heights, 3777, 41, kirby place, , 612 81124423, 5371002, 6, norole
290,8546, eng, f, 34, 19820517, hon, ll fyt, scrivens, vic, koornalla, 3070, 81, munga place, , 08 61070171, 5194281, 9, norole
291,4938,   tur, f, 31, 19851112, dr, liam, kurtbek, nsw, dalgety, 3180, 290, marchant circuit, , 2 82866502, 4223518, 6, norole
292,3355,   unk, f, 2, 20141022, dr, lucy, sclater, vic, bend of islands, 3042, 54, , the atlas, 8 58060678, 5578350, 2, norole
293,6966,   unk, , 37, 19790522, dr, emiily, abadi, qld, charlestown, 2076, 32, bourne street, knox retirement village, 03 58400180, 8175337, 5, norole
294,6493,   usa, f, 36, , ms, jasmin, flores, act, marayong, 3629, 679, bangalay crescent, arawang, 612 51639069, 9273072, 2, norole
295,3890, unk, f, , 19860506, , gianni, scofield, tas, sisterscreek, 2830, 639, ruwold t place, alm   a, 07 45310533, 5003354, 4, norole
296,3604,   chi, m, 8, 20080709, dr, liam, choe, qld, mooroolbark, 2141, 8, bolton place, karma park, 03 95424343, 1247256, 7, norole
297,3216,   chi, f, 29, 19870220, , jasmine, syang, vic, birkenhead, 2720, 11, fison street, , 618 14162996, 6495562, 9, norole
298,5974,   chi, f, 31, 19850919, , sian, chiu, qld, camp hill, 4152, 27, jabanungga avenue, , 3 28306862, 5287785, 1, norole
299,5446,   usa, m, 28, 19880109, , jemma, lawson, qld, rowes bay, 2027, 4, faithfull circuit, , 3 00283070, 9774396, 0, norole
300,1986, , , 32, 1984 1 23, , lo is, white, vic, st kilda road, 21 2, 146, kambalda c r escent, mlcc e tre, , 7427488, 8, norole
301,9491,   eng, , 24, 19920830, mr, holly, dick, wa, boyerine, 3875, 120, dalley crescent, , 08 52630617, 5269709, 6, norole
302,2473,   , , 43, 19730110, , megan, green, wa, brookton, 2283, 19, , villa 87 henry kendall bayside, 618 75701693, 4087035, 9, norole
303,7498, tha, , 3 , 19860914, ms, tanar, eka uck, t a , chi we l, 31 6, 153, wedgecrescent, , 0714379179, 1657233, 4, norole
304,8410,   afr, , 28, 19881005, , lachlan, okonkwo, nsw, birchgrove, 5173, 125, fowles street, , 02 96492236, 8019542, 0, norole
305,4565,   usa, f, 31, 19850401, hon, stephanie, phillips, qld, boronia heights, 2794, 10, britten-jones drive, , 613 53142975, 7373641, 8, norole
306,9005,   vie, , 31, 19850313, mr, jayden, cahn, qld, mount gravatt, 2073, 24, burtt crescent, manton's rise, 3 71662583, 8186537, 2, norole
307,7906,   ind, m, 38, 19780413, , gillian, niten, tas, nabowla, 4879, 29, , , 7 98046392, 4604864, 9, norole
308,3356,   , f, 28, 19881228, , georgia, ottens, qld, grosvenor, 2780, 65, rylah crescent, nevah farm, 613 32751840, 1285765, 5, norole
309,2138,   eng, f, 23, 19930817, , magnus, reynell, , mount eliza, 4650, 8, , judy's creek, 02 66720900, 3053212, 3, norole
310,5894,   usa, f, 24, 19920926, , robert, blackwell, sa, bolivar, 3556, 25, , tarahall, , 3731308, 2, norole
311,1351,   rom, , 31, 19850308, ms, samantha, cinca, wa, stake hill, 2347, 97, burns circuit, gibraltar, 8 27608645, 4364777, 8, norole
312,712,   unk, f, , 19890910, pfc, lilian, strangway, qld, ryan, 4221, 34, harry hopman circuit, terrara, 03 90041174, 5576839, 4, norole
313,7591,   ind, f, 24, , , , mukti, nsw, kingston, 3149, 10, dominion circuit, whispering pines, 612 68214793, 1819442, 3, norole
314,4219,   swe, f, 25, 19910510, ms, kieran, haglund, qld, highgrove, 3174, 26, bargang crescent, braeburn, 3 33779535, 7069251, 8, norole
315,2746,   ina, f, 29, , ms, liam, tjandra, nsw, ellis lane, 2283, 5, brunswick circuit, tumbalong, 04 78999434, 7618079, 8, norole
316,9393,   dut, f, 30, 19860901, , warrick, vanschalkwyk, nsw, wakeley, 2050, 72, adcock place, , 2 33064958, 3901695, 6, norole
317,7458,   usa, f, 31, 19850325, , maddison, rose, qld, ashmore, 2575, 129, ashburner street, kingcora, 613 63099769, 3588027, 3, norole
318,1049,   ger, , 27, , , d'arcy, imelmann, vic, nerrena, 2650, 6, crisp circuit, locn 141, 08 04284881, 3506780, 6, norole
319,7544,   ind, , , , , dylan, niveda, vic, modewarre, 7290, 18, kennedy street, , 618 93811939, 8989869, 6, norole
320,2193,   usa, , 29, 19870221, , holly, york, vic, gembrook, 7054, 7, lansell circuit, , , 5956115, 1, norole
321,9984,   unk, f, 29, 19870118, pfc, erin, abbetmeyer, nsw, deua river valley, 3400, 27, hambidge crescent, , 2 38440880, 1160960, 4, norole
322,984,   , , 7, 20090325, ms, malakai, musolino, qld, babinda, 2196, 8, chandler street, normanhurst, 03 65478857, 8875795, 2, norole
323,372,   ger, f, 32, 19840710, , jack, gottlieb, nsw, castlecrag, 3123, 8, reuther street, , 2 12110592, 3920959, 6, norole
324,5348,   usa, m, , 19380401, , thomas, cash, wa, murdong, 2304, 30, willoughby crescent, , 08 94516818, 7723343, 8, norole
325,9713,   eng, , , 19660928, ms, xavier, aitken, vic, joondanna, 2370, 6, nambucca street, , 618 47530915, 2509558, 2, norole
326,9681-dup-1, iri, , 30, 19860217, , emiily, kafanakh, a, acdon paahck, 2583, 9, prisk plac, , 618 00338761, 7127402, 1, norole
327,3812-dup-1, ser, v, 32, 19840307, , , andstelkovic, nsw, heatheahbrae, 4173, 4, mklure stdreet, , , 5314041, 1, norole
328,5488,   ind, f, 24, 19920826, mr, tara, sheba, nsw, talmalmo, 4740, 4, whittell crescent, , 03 27902823, 5698969, 5, norole
329,4335,   spa, f, , 19560429, pfc, hayley, puig, , roleystone, 2830, 44, freda bennett circuit, sapama park, 03 79660868, 5220083, 5, norole
330,9978,   eng, f, 13, , , emiily, royston, nsw, gillieston heights, 6018, 5, kallaroo road, , 612 61580237, 2825065, 3, norole
331,660,   , f, 19, , , imogen, godfrey, nsw, milsons passage, 4670, 1, , , 612 35389881, 3257960, 4, norole
332,7933,   afr, m, 29, 19870104, ms, joshua, ofori, nsw, sheffield, 4810, 12, millard place, grasmere park, 612 36344865, 8980889, 6, norole
333,7752,   eng, m, 30, 19860423, , mia, victorson, vic, shelford, 2068, 4, strutt place, , 618 73133314, 1348794, 5, norole
334,5396,   ind, f, 26, 19900227, ms, jessica, nandedkar, tas, parrawe, 2020, 21, ivo whitton circuit, , 02 24816763, 1727338, 4, norole
335,1865,   chi, , 32, 19841018, , jessica, kok, vic, combienbar, 4720, 32, crowther place, southwood haven, 618 23810974, 8536811, 7, norole
336,2898,   ger, f, , 19190503, , andrew, graupnar, act, deakin, 3178, 1, hansen circuit, , 2 87640663, 2540799, 0, norole
337,6109,   eng, f, , 19071010, mr, benjamin, mcneill, nsw, bellata, 3056, 116, stuckey place, rowethorpe, 2 01116895, 6842230, 1, norole
338,411,   eng, f, 10, 20060409, , harry, oliverson, vic, vasey, 3483, 30, kirkcaldie circuit, , 08 17762735, 6594082, 1, norole
339,955,   eng, m, 7, 20091208, dr, benjamin, winchester, , winmalee, 2230, 20, charterisville avenue, , 04 01531245, 1396205, 3, norole
340,9968,   unk, m, , 19730520, , jennifer, aballon, qld, pine hills, , 7, mckinlay street, , 03 19994358, 3360998, 8, norole
341,6356,   unk, f, 31, 19850301, , gianni, scogin, tas, kelso, 2430, 106, boolimba crescent, calderwood, 7 78352955, 4999570, 4, norole
342,2906,   usa, , 13, 20031215, dr, connor, delgado, nsw, bungwahl, 2525, 137, dacomb court, , 02 04807285, 7704486, 7, norole
343,94,   fin, f, 35, 19810719, , renee, kilpinen, vic, stonehaven, 2171, , argyle place, , 618 37181312, 4594489, 4, norole
344,6908,   vie, f, 34, 19820622, ms, neneh, son, , highett, 2806, 8, gibbes street, , 08 60078455, 7064520, 1, norole
